id,code,name,unit,brand,unit_price
494,M.494,Tissue holder,buah,,150000.0
495,M.495,Shower Set,unit,,666000.0
496,M.496,Pohon Pucuk Merah di Polybag 20 Liter,pohon,,350000.0
497,M.497,Pohon Pucuk Merah di Polybag 25 Liter,pohon,,400000.0
498,M.498,Pohon Bunga Kupu-kupu di Polybag 50 Liter,pohon,,500000.0
499,M.499,Pohon Bunga Kupu-kupu di Polybag 75 Liter,pohon,,530000.0
500,M.500,Pohon Mahoni di Polybag 100 Liter,pohon,,400000.0
501,M.501,Pohon Mahoni di Polybag 150 Liter,pohon,,425000.0
502,M.502,Pohon Beringin di Polybag 200 Liter,pohon,,550000.0
503,M.503,Pohon Beringin di Polybag 250 Liter,pohon,,590000.0
504,M.504,Semak Alamanda di Polybag 5 Liter,pohon,,10000.0
505,M.505,Semak Alamanda di Polybag 11 Liter,pohon,,15000.0
506,M.506,Semak Alamanda di Polybag 20 Liter,pohon,,20000.0
507,M.507,Penutup Tanah Kacang Hias,m2,,2500.0
508,M.508,Rumput gajah mini,m2,,15000.0
509,M.509,Pohon Bunga Mentega di Polybag 20 liter,buah,,135000.0
510,M.510,Anti Rayap tanah,kg,,28500.0
511,M.511,Pohon Bunga Terompet kuning di Polybag 20 liter,buah,,135000.0
512,M.512,Pohon Bungur Sakura di Polybag 20 Liter,buah,,150000.0
513,M.513,Pohon Cassia Glauca di Polybag 20 Liter,buah,,155000.0
514,M.514,Pohon Dracaena'song of india' di polybag 20 liter,buah,,165000.0
515,M.515,"Pohon Dracaena 'Song of
Jamaica' di Polybag 20
Liter",buah,,170000.0
516,M.516,"Pohon Jarak Batavia di
Polybag 20 Liter",buah,,175000.0
517,M.517,"Pohon Kayu Putih
Kuning di Polybag 20
Liter",buah,,180000.0
518,M.518,"Pohon Bugenvil/bunga
kertas di Polybag 20 Liter",buah,,185000.0
519,M.519,"Pohon Penda Merah di
Polybag 20 Liter",buah,,190000.0
520,M.520,"Pohon Sikat Botol di
Polybag 20 Liter",buah,,150000.0
521,M.521,"Pohon Thevetia di
Polybag 20 Liter",buah,,170000.0
522,M.522,"Pohon Turi di Polybag 20
Liter",buah,,180000.0
523,M.523,"Pohon Kembang Merak di
Polybag 20 Liter",buah,,210000.0
524,M.524,"Pohon Pandan Bali di
Polybag 20 Liter",buah,,200000.0
525,M.525,"Pohon Yucca di Polybag
20 Liter",buah,,190000.0
526,M.526,"Pohon Bunga Mentega di
Polybag 25 Liter",buah,,150000.0
527,M.527,"Pohon Bunga Terompet
Kuning di Polybag 25 Liter",buah,,150000.0
528,M.528,"Pohon Bungur
Sakura/Bungur Jepang di
Polybag 25 Liter",buah,,175000.0
529,M.529,"Pohon Cassia glauca di
Polybag 25 Liter",buah,,170000.0
530,M.530,"Pohon Dracaena ‘Song of
India’ di Polybag 25 Liter",buah,,180000.0
531,M.531,"Pohon Dracaena 'Song of
Jamaica' di Polybag 25
Liter",buah,,190000.0
532,M.532,Pohon Jarak Batavia di Polybag 25 Liter,buah,,190000.0
533,M.533,Pohon Kayu Putih Kuning di Polybag 25 Liter,buah,,190000.0
534,M.534,"Pohon Sikat Botol di
Polybag 25 Liter",buah,,165000.0
535,M.535,Pohon Thevetia di Polybag 25 Liter,buah,,190000.0
536,M.536,Pohon Turi di Polybag 25 Liter,buah,,190000.0
537,M.537,"Pohon Bintaro di Polybag
50 Liter",buah,,220000.0
538,M.538,Pohon Bunga Terompet Kuning di Polybag 50 Liter,buah,,200000.0
539,M.539,Pohon Flamboyan di Polybag 50 Liter,buah,,210000.0
540,M.540,Pohon Flamboyan Kuning di Polybag 50 Liter,buah,,210000.0
541,M.541,Pohon Janda Merana di Polybag 50 Liter,buah,,220000.0
542,M.542,Pohon Ketapang kencana di Polybag 50 Liter,buah,,225000.0
543,M.543,Pohon Sosis di Polybag 50 Liter,buah,,225000.0
544,M.544,Pohon Tabebuya di Polybag 50 Liter,buah,,225000.0
545,M.545,Pohon Waru di Polybag 50 Liter,buah,,225000.0
546,M.546,Pohon Bintaro di Polybag 75 Liter,buah,,350000.0
547,M.547,Pohon Biola Cantik di Polybag 75 Liter,buah,,350000.0
548,M.548,Pohon Bungur di Polybag 75 Liter,buah,,350000.0
549,M.549,Pohon Flamboyan di Polybag 75 Liter,buah,,350000.0
550,M.550,Pohon Flamboyan Kuning di Polybag 75 Liter,buah,,350000.0
551,M.551,Pohon Janda Merana di Polybag 75 Liter,buah,,350000.0
552,M.552,Pohon Kamboja di Polybag 75 Liter,buah,,350000.0
553,M.553,Pohon Keben di Polybag 75 Liter,buah,,350000.0
554,M.554,"Pohon Kecrutan di Polybag
75 Liter",buah,,350000.0
555,M.555,Pohon Ketapang kencana di Polybag 75 Liter,buah,,350000.0
556,M.556,"Pohon Mahoni di Polybag
75 Liter",buah,,150000.0
557,M.557,"Pohon Pulai di Polybag 75
Liter",buah,,150000.0
558,M.558,"Pohon Putat di Polybag 75
Liter",buah,,150000.0
559,M.559,Pohon Sosis di Polybag 75 Liter,buah,,150000.0
560,M.560,Pohon Tabebuya di Polybag 75 Liter,buah,,150000.0
561,M.561,Pohon Trembesi di Polybag 75 Liter,buah,,150000.0
562,M.562,Pohon Waru di Polybag 75 Liter,buah,,250000.0
563,M.563,Pohon Beringin di Polybag 100 Liter,buah,,250000.0
564,M.564,Pohon Biola Cantik di Polybag 100 Liter,buah,,375000.0
565,M.565,Pohon Bodhi di Polybag 100 Liter,buah,,275000.0
566,M.566,Pohon Bungur di Polybag 100 Liter,buah,,375000.0
567,M.567,Pohon Flamboyan di Polybag 100 Liter,buah,,375000.0
568,M.568,Pohon Kamboja di Polybag 100 Liter,buah,,375000.0
569,M.569,Pohon Keben di Polybag 100 Liter,buah,,350000.0
570,M.570,Pohon Kecrutan di Polybag 100 Liter,buah,,375000.0
571,M.571,Pohon Ketapang kencana di Polybag 100 Liter,buah,,375000.0
572,M.572,Pohon Pulai di Polybag 100 Liter,buah,,275000.0
573,M.573,Pohon Putat di Polybag 100 Liter,buah,,275000.0
574,M.574,Pohon Sosis di Polybag 100 Liter,buah,,275000.0
575,M.575,Pohon Trembesi di Polybag 100 Liter,buah,,275000.0
576,M.576,Pohon Bodhi di Polybag 150 Liter,buah,,300000.0
577,M.577,Pohon Beringin di Polybag 150 Liter,buah,,275000.0
578,M.578,Pohon Flamboyan di Polybag 150 Liter,buah,,400000.0
579,M.579,Pohon Kamboja di Polybag 150 Liter,buah,,400000.0
580,M.580,Pohon Pulai di Polybag 150 Liter,buah,,300000.0
581,M.581,Pohon Sosis di Polybag 150 Liter,buah,,300000.0
582,M.582,Pohon Bodhi di Polybag 200 Liter,buah,,325000.0
583,M.583,Pohon Flamboyan di Polybag 200 Liter,buah,,425000.0
584,M.584,Pohon Kamboja Fosil di Polybag 200 Liter,buah,,425000.0
585,M.585,Pohon Pulai di Polybag 200 Liter,buah,,325000.0
586,M.586,Pohon Sosis di Polybag 200 Liter,buah,,325000.0
587,M.587,"Pohon Trembesi di Polybag 200
Liter",buah,,325000.0
588,M.588,"Pohon Baobab di Polybag 250
Liter",buah,,350000.0
589,M.589,"Pohon Bodhi di Polybag 250
Liter",buah,,350000.0
590,M.590,"Pohon Pulai di Polybag 250
Liter",buah,,350000.0
591,M.591,"Pohon Sosis di Polybag 250
Liter",buah,,350000.0
592,M.592,"Pohon Trembesi di Polybag
250 Liter",buah,,350000.0
593,M.593,Palem jepang di Polybag 50 Liter,buah,,150000.0
594,M.594,"Palem komodoria/
komodor/chamadorea di
Polybag 50 Liter",buah,,150000.0
595,M.595,"Palem kuning di Polybag 50
Liter",buah,,150000.0
596,M.596,"Palem Merah/ Pinang Merah di
Polybag 50 Liter",buah,,150000.0
597,M.597,"Palem waregu di Polybag 50
Liter",buah,,150000.0
598,M.598,"Sikas Halus/Mawar Jambe di
Polybag 50 Liter",buah,,150000.0
599,M.599,"Palem Phoenix di Polybag 50
Liter",buah,,150000.0
600,M.600,"Palem jepang di Polybag 75
Liter",buah,,200000.0
601,M.601,"Palem komodoria/
komodor/chamadorea di
Polybag 75 Liter",buah,,200000.0
602,M.602,"Palem kuning di Polybag 75
Liter",buah,,200000.0
603,M.603,"Palem Merah/ Pinang Merah di
Polybag 75 Liter",buah,,200000.0
604,M.604,"Palem waregu di Polybag 75
Liter",buah,,200000.0
605,M.605,"Sikas Halus/Mawar Jambe di
Polybag 75 Liter",buah,,200000.0
606,M.606,"Palem Phoenix di Polybag 75
Liter",buah,,200000.0
607,M.607,"Palem ekor tupai di Polybag 100
Liter",buah,,250000.0
608,M.608,Sylvertris di Polybag 100 Liter,buah,,250000.0
609,M.609,Palem Putri di Polybag 100 Liter,buah,,200000.0
610,M.610,Palem raja di Polybag 100 Liter,buah,,250000.0
611,M.611,"Palem sadeng di Polybag 100
Liter",buah,,250000.0
612,M.612,"Palem ekor tupai di Polybag 150
Liter",buah,,300000.0
613,M.613,Sylvertris di Polybag 150 Liter,buah,,300000.0
614,M.614,Palem Putri di Polybag 150 Liter,buah,,300000.0
615,M.615,Palem raja di Polybag 150 Liter,buah,,300000.0
616,M.616,Palem sadeng di Polybag 150 Liter,buah,,300000.0
617,M.617,"Palem ekor tupai di Polybag 200
Liter",buah,,400000.0
618,M.618,Sylvertris di Polybag 200 Liter,buah,,400000.0
619,M.619,Palem Putri di Polybag 200 Liter,buah,,400000.0
620,M.620,Palem raja di Polybag 200 Liter,buah,,400000.0
621,M.621,"Palem sadeng di Polybag 200
Liter",buah,,400000.0
622,M.622,"Palem Sadeng di Polybag 250
Liter",buah,,450000.0
623,M.623,"Palem ekor tupai di Polybag 250
Liter",buah,,450000.0
624,M.624,Sylvertris di Polybag 250 Liter,buah,,450000.0
625,M.625,Palem Putri di Polybag 250 Liter,buah,,450000.0
626,M.626,Palem raja di Polybag 250 Liter,buah,,450000.0
627,M.627,"Semak Alamanda/Bunga
terompet emas di Polybag 5
Liter",buah,,3000.0
628,M.628,"Semak Bakung Lele di Polybag
5 Liter",buah,,3500.0
629,M.629,"Semak Bunga Iris di Polybag 5
Liter",buah,,3000.0
630,M.630,"Semak Cendrawasih di Polybag
5 Liter",buah,,3000.0
631,M.631,"Semak Hujan Mas di Polybag 5
Liter",buah,,3000.0
632,M.632,"Semak Kacapiring
wangi/Gardenia di Polybag 5
Liter",buah,,3000.0
633,M.633,"Semak Kemuning di Polybag 5
Liter",buah,,3000.0
634,M.634,"Semak Melati Putih di Polybag
5 Liter",buah,,3000.0
635,M.635,"Semak Pandan Kuning di
Polybag 5 Liter",buah,,3000.0
636,M.636,"Semak Pretty Pink di Polybag 5
Liter",buah,,3000.0
637,M.637,"Semak Sansevieria/Lidah
Mertua di Polybag 5 Liter",buah,,3000.0
638,M.638,"Semak Tabernae/Mondokaki di
Polybag 5 Liter",buah,,3000.0
639,M.639,"Semak Walisongo/Umbrella
tree di Polybag 5 Liter",buah,,3000.0
640,M.640,"Semak Agave/lidah naga di
Polybag 11 Liter",buah,,5000.0
641,M.641,"Semak Alamanda/Bunga
terompet emas di Polybag 11
Liter",buah,,5000.0
642,M.642,"Semak Bakung Jawa di
Polybag 11 Liter",buah,,5000.0
643,M.643,"Semak Bakung Lele di
Polybag 11 Liter",buah,,5000.0
644,M.644,"Semak Bromelia di Polybag
11 Liter",buah,,5000.0
645,M.645,"Semak Bunga Terompet
Kuning di Polybag 11 Liter",buah,,5000.0
646,M.646,"Semak Costus di Polybag 11
Liter",buah,,5000.0
647,M.647,"Semak Dracaena ‘Song of
India’ di Polybag 11 Liter",buah,,5000.0
648,M.648,"Semak Dracaena 'Song of
Jamaica' di Polybag 11 Liter",buah,,5000.0
649,M.649,"Semak Helliconia di Polybag
11 Liter",buah,,5000.0
650,M.650,"Semak Honje/Kecombrang di
Polybag 11 Liter",buah,,5000.0
651,M.651,"Semak Hujan Mas di Polybag
11 Liter",buah,,5000.0
652,M.652,"Semak Kaca piring di Polybag
11 Liter",buah,,5000.0
653,M.653,"Semak Kacapiring
wangi/Gardenia di Polybag
11 Liter",buah,,5000.0
654,M.654,"Semak Kana di Polybag 11
Liter",buah,,5000.0
655,M.655,"Semak Lili Brazil di Polybag
11 Liter",buah,,5000.0
656,M.656,"Semak Melati Putih di
Polybag 11 Liter",buah,,5000.0
657,M.657,"Semak Nusa Indah di
Polybag 11 Liter",buah,,5000.0
658,M.658,"Semak Oleander/Bunga
Mentega di Polybag 11 Liter",buah,,5000.0
659,M.659,"Semak Pretty Pink di Polybag
11 Liter",buah,,5000.0
660,M.660,"Semak Puring di Polybag 11
Liter",buah,,5000.0
661,M.661,"Semak Ruelia / Kencana
Ungu di Polybag 11 Liter",buah,,5000.0
662,M.662,"Semak Sansevieria/Lidah
Mertua di Polybag 11 Liter",buah,,5000.0
663,M.663,"Semak Soka di Polybag 11
Liter",buah,,5000.0
664,M.664,"Semak Tabernae di Polybag
11 Liter",buah,,5000.0
665,M.665,"Semak Walisongo/Umbrella
Tree di Polybag 11 Liter",buah,,5000.0
666,M.666,"Semak Agave/lidah naga di
Polybag 20 Liter",buah,,9000.0
667,M.667,"Semak Alamanda/Bunga
terompet emas di Polybag 20 Liter",buah,,9000.0
668,M.668,"Semak Bakung Jawa di Polybag
20 Liter",buah,,9000.0
669,M.669,"Semak Bromelia di Polybag 20
Liter",buah,,9000.0
670,M.670,"Semak Bugenvil/bunga kertas di
Polybag 20 Liter",buah,,9000.0
671,M.671,"Semak Bunga Terompet Kuning di
Polybag 20 Liter",buah,,9000.0
672,M.672,Semak Canna di Polybag 20 Liter,buah,,9000.0
673,M.673,"Semak Dracaena ‘Song of India’ di
Polybag 20 Liter",buah,,9000.0
674,M.674,"Semak Dracaena 'Song of
Jamaica' di Polybag 20 Liter",buah,,9000.0
675,M.675,"Semak Helliconia di Polybag 20
Liter",buah,,9000.0
676,M.676,"Semak Honje/Kecombrang di
Polybag 20 Liter",buah,,9000.0
677,M.677,"Semak Hujan Mas di Polybag 20
Liter",buah,,9000.0
678,M.678,"Semak Kacapiring
wangi/Gardenia di Polybag 20
Liter",buah,,9000.0
679,M.679,"Semak Kembang sepatu di
Polybag 20 Liter",buah,,9000.0
680,M.680,"Semak Oleander/Bunga Mentega
di Polybag 20 Liter",buah,,9000.0
681,M.681,"Semak Penda Emas di Polybag 20
Liter",buah,,9000.0
682,M.682,Semak Puring di Polybag 20 Liter,buah,,9000.0
683,M.683,"Semak Tabernac di Polybag 20
Liter",buah,,9000.0
684,M.684,"Semak Walisongo/Umbrella Tree
di Polybag 20 Liter",buah,,9000.0
685,M.685,"Penutup Tanah Kacang hias di
Polybag 0.5 Liter",buah,,15000.0
686,M.686,"Penutup Tanah Widelia di
Polybag 0.5 Liter",buah,,15000.0
687,M.687,"Penutup Tanah Sutra bombay
di Polybag 0.5 Liter",buah,,15000.0
688,M.688,"Penutup Tanah Lantana di
Polybag 0.5 Liter",buah,,15000.0
689,M.689,"Penutup Tanah Kucai Mini di
Polybag 0.5 Liter",buah,,15000.0
690,M.690,Rumput gajah,buah,,10000.0
691,M.691,Rumput peking,buah,,19000.0
692,M.692,Rumput embun,buah,,17000.0
693,M.693,"Matras Tipe I, Termasuk angkur / penguat matras",m2,,5600.0
694,M.694,Perekat Campuran Hydroseeding,kg,,16000.0
695,M.695,Bibit Vegetasi (Biji Rumput),kg,,80000.0
696,M.696,Mulsa,kg,,35000.0
697,M.697,Pupuk Organik,kg,,178000.0
698,M.698,Pupuk anorganik *),kg,,18000.0
699,M.699,"Perekat Matras
Perkuatan (Lem)",kg,,18000.0
700,M.700,"Matras Tipe II, Termasuk angkur / penguat matras",m2,,7500.0
701,M.701,"Matras Tipe III, Termasuk angkur / penguat matras",m2,,9500.0
702,M.702,Bibit Vegetasi (Biji Legume Crop Cover/LCC),kg,,166000.0
703,M.703,Material Organik,m3,,10500.0
704,M.704,Kapur,kg,,3100.0
705,M.705,Pasir,m3,,250000.0
706,M.706,Sulfur,kg,,12000.0
707,M.707,Air Bersih,liter,,550.0
708,M.708,Pupuk anorganik padat,m3,,150000.0
709,M.709,Pupuk anorganik cair (ex: NPK),m3,,150000.0
710,M.710,Fungisida/Insektisida,OH,,430000.0
711,M.711,Tong Sampah 2 tabung,buah,,340000.0
712,M.712,Besi Hollow 30x60,m,,13700.0
713,M.713,cat minyak,liter,,48500.0
714,M.714,Kabel NYY 1 x 4 mm²,m',,7500.0
715,M.715,Kabel NYY 1 x 6 mm²,m',,12000.0
716,M.716,Kabel NYY 1 x 10 mm²,m',,18000.0
717,M.717,Kabel NYY 1 x 16 mm²,m',,36000.0
718,M.718,Kabel NYY 1 x 25 mm²,m',,56000.0
719,M.719,Kabel NYY 1 x 35 mm²,m',,75000.0
720,M.720,Kabel NYY 1 x 50 mm²,m',,99600.0
721,M.721,Kabel NYY 1 x 70 mm²,m',,142000.0
722,M.722,Kabel NYY 1 x 95 mm²,m',,196500.0
723,M.723,Kabel NYY 1 x 120 mm²,m',,246500.0
724,M.724,Kabel NYY 1 x 150 mm²,m',,303000.0
725,M.725,Kabel NYY 1 x 185 mm²,m',,377000.0
726,M.726,Kabel NYY 1 x 250 mm²,m',,496000.0
727,M.727,Kabel NYY 1 x 300 mm²,m',,619000.0
728,M.728,Kabel NYY 1 x 400 mm²,m',,786000.0
729,M.729,Kabel NYY 1 x 500 mm²,m',,1004400.0
730,M.730,Kabel NYY 1 x 630 mm²,m',,1245000.0
731,M.731,"Kabel NYY 2 x 1,5 mm²",m',,12000.0
732,M.732,"Kabel NYY 2 x 2,5 mm²",m',,16560.0
733,M.733,Kabel NYY 2 x 4 mm²,m',,23000.0
734,M.734,Kabel NYY 2 x 6 mm²,m',,35000.0
735,M.735,Kabel NYY 2 x 10 mm²,m',,57500.0
736,M.736,Kabel NYY 2 x 16 mm²,m',,92000.0
737,M.737,"Kabel NYY 3 x 1,5 mm²",m',,15000.0
738,M.738,"Kabel NYY 3 x 2,5 mm²",m',,21500.0
739,M.739,Kabel NYY 3 x 4 mm²,m',,33000.0
740,M.740,Kabel NYY 3 x 6 mm²,m',,46000.0
741,M.741,Kabel NYY 3 x 10 mm²,m',,74600.0
742,M.742,Kabel NYY 3 x 16 mm²,m',,114000.0
743,M.743,Kabel NYY 3 x 25 mm²,m',,174900.0
744,M.744,Kabel NYY 3 x 35 mm²,m',,235500.0
745,M.745,Kabel NYY 3 x 50 mm²,m',,305700.0
746,M.746,"Kabel NYY 4 x 1,5 mm²",m',,18600.0
747,M.747,"Kabel NYY 4 x 2,5 mm²",m',,28620.0
748,M.748,Kabel NYY 4 x 4 mm²,m',,43000.0
749,M.749,Kabel NYY 4 x 6 mm²,m',,61000.0
750,M.750,Kabel NYY 4 x 10 mm²,m',,96000.0
751,M.751,Kabel NYY 4 x 16 mm²,m',,148500.0
752,M.752,Kabel NYY 4 x 25 mm²,m',,228000.0
753,M.753,Kabel NYY 4 x 35 mm²,m',,310500.0
754,M.754,Kabel NYY 4 x 50 mm²,m',,412200.0
755,M.755,Kabel NYY 4 x 70 mm²,m',,584700.0
756,M.756,Kabel NYY 4 x 95 mm²,m',,805200.0
757,M.757,Kabel NYY 4 x 120 mm²,m',,1011900.0
758,M.758,Kabel NYY 4 x 150 mm²,m',,1245000.0
759,M.759,Kabel NYY 4 x 185 mm²,m',,1552800.0
760,M.760,Kabel NYY 4 x 240 mm²,m',,2044800.0
761,M.761,Kabel NYY 4 x 300 mm²,m',,2550900.0
762,M.762,"Kabel NYA 1 x 1,5 mm²",m',,3200.0
763,M.763,"Kabel NYA 1 x 2,5 mm²",m',,5300.0
764,M.764,Kabel NYA 1 x 4 mm²,m',,8300.0
765,M.765,Kabel NYA 1 x 6 mm²,m',,12200.0
766,M.766,Kabel NYA 1 x 10 mm²,m',,20000.0
767,M.767,Kabel NYA 1 x 16 mm²,m',,33000.0
768,M.768,"Kabel NYA 2 x 1,5 mm²",m',,9200.0
769,M.769,PVC conduit HI 20 mm²,m',,4100.0
770,M.770,"Kabel NYA 3 x 1,5 mm²",m',,14000.0
771,M.771,"Kabel NYA 3 x 2,5 mm²",m',,19448.0
772,M.772,PVC conduit HI 32 mm²,m',,20000.0
773,M.773,"Kabel NYA 5 x 2,5 mm²",m',,51500.0
774,M.774,Kabel NYA 1 x 35 mm²,m',,71250.0
775,M.775,Kabel NYA 1 x 95 mm²,m',,181000.0
776,M.776,"Kabel NYM 2 x 1,5 mm²",m',,8880.0
777,M.777,"Kabel NYM 2 x 2,5 mm²",m',,13250.0
778,M.778,Kabel NYM 2 x 4 mm²,m',,19950.0
779,M.779,Kabel NYM 2 x 6 mm²,m',,29000.0
780,M.780,Kabel NYM 2 x 10 mm²,m',,49000.0
781,M.781,"Kabel NYM 3 x 1,5 mm²",m',,11400.0
782,M.782,"Kabel NYM 3 x 2,5 mm²",m',,21300.0
783,M.783,Kabel NYM 3 x 4 mm²,m',,27000.0
784,M.784,Kabel NYM 3 x 6 mm²,m',,43100.0
785,M.785,Kabel NYM 3 x 10 mm²,m',,69200.0
786,M.786,"Kabel NYM 4 x 1,5 mm²",m',,14400.0
787,M.787,"Kabel NYM 4 x 2,5 mm²",m',,22700.0
788,M.788,Kabel NYM 4 x 4 mm²,m',,37000.0
789,M.789,Kabel NYM 4 x 6 mm²,m',,54400.0
790,M.790,Kabel NYM 4 x 10 mm²,m',,92900.0
791,M.791,Kabel NYM 4 x 16 mm²,m',,150000.0
792,M.792,"Kabel NYMHY 2 x 1,5 mm²",m',,9300.0
793,M.793,"Kabel NYMHY 2 x 2,5 mm²",m',,13900.0
794,M.794,"Kabel NYMHY 3 x 1,5 mm²",m',,13400.0
795,M.795,"Kabel NYMHY 3 x 2,5 mm²",m',,21300.0
796,M.796,"Kabel NYMHY 4 x 2,5 mm²",m',,28700.0
797,M.797,"Kabel NYMHY 3 x 1,5
mm2 + Conduit PVC
HI 20 mm dan
aksesoris",m',,17500.0
798,M.798,"Kabel NYMHY 2(3 x
1,5 mm2) + Conduit
PVC HI 20 mm dan
aksesoris",m',,35000.0
799,M.799,"Kabel NYFGBY 2 x 1,5 mm²",m',,22750.0
800,M.800,"Kabel NYFGBY 2 x 2,5 mm²",m',,30500.0
801,M.801,Kabel NYFGBY 2 x 4 mm²,m',,35200.0
802,M.802,Kabel NYFGBY 2 x 6 mm²,m',,43350.0
803,M.803,Kabel NYFGBY 2 x 10 mm²,m',,60750.0
804,M.804,Kabel NYFGBY 2 x 16 mm²,m',,82000.0
805,M.805,"Kabel NYFGBY 3 x 1,5 mm²",m',,28500.0
806,M.806,"Kabel NYFGBY 3 x 2,5 mm²",m',,32900.0
807,M.807,Kabel NYFGBY 3 x 4 mm²,m',,49000.0
808,M.808,Kabel NYFGBY 3 x 6 mm²,m',,63500.0
809,M.809,Kabel NYFGBY 3 x 10 mm²,m',,79600.0
810,M.810,Kabel NYFGBY 3 x 16 mm²,m',,128900.0
811,M.811,"Kabel NYFGBY 4 x 1,5 mm²",m',,29400.0
812,M.812,"Kabel NYFGBY 4 x 2,5 mm²",m',,38600.0
813,M.813,Kabel NYFGBY 4 x 4 mm²,m',,66000.0
814,M.814,Kabel NYFGBY 4 x 6 mm²,m',,70200.0
815,M.815,Kabel NYFGBY 4 x 10 mm²,m',,100600.0
816,M.816,Kabel NYFGBY 4 x 16 mm²,m',,159300.0
817,M.817,Kabel NYFGBY 4 x 25 mm²,m',,247200.0
818,M.818,Kabel NYFGBY 4 x 35 mm²,m',,314750.0
819,M.819,Kabel NYFGBY 4 x 50 mm²,m',,411600.0
820,M.820,Kabel NYFGBY 4 x 70 mm²,m',,575250.0
821,M.821,Kabel NYFGBY 4 x 95 mm²,m',,743750.0
822,M.822,Kabel NYFGBY 4 x 120 mm²,m',,969500.0
823,M.823,Kabel NYFGBY 4 x 150 mm²,m',,1187650.0
824,M.824,Kabel NYFGBY 4 x 185 mm²,m',,1470650.0
825,M.825,Kabel NYFGBY 4 x 240 mm²,m',,1921500.0
826,M.826,Kabel NYFGBY 4 x 300 mm²,m',,2392250.0
827,M.827,"Kabel FRC 3 x 2,5 mm²",m',,40000.0
828,M.828,Kabel FRC 4 x 4 mm²,m',,90000.0
829,M.829,Kabel FRC 4 x 6 mm²,m',,110000.0
830,M.830,Kabel FRC 4 x 150 mm²,m',,1607400.0
831,M.831,Kabel FRC 1 x 150 mm²,m',,275000.0
832,M.832,"Kabel FRC 2 x 1,5 mm2 + PVC Conduit HI 20 mm dan aksesoris",m',,27100.0
833,M.833,"Kabel FRC 2 x 2,5 mm2 + PVC Conduit HI 20 mm dan aksesoris",m',,37600.0
834,M.834,"Kabel BCC 4 mm² (0,04 kg/m)",m',,12000.0
835,M.835,"BCC 6 mm2 (0,06 kg/m) dan aksesoris",m',,38300.0
836,M.836,"Kabel BCC 10 mm² (0,10 kg/m)",m',,29000.0
837,M.837,"Kabel BCC 16 mm² (0,16 kg/m)",m',,33000.0
838,M.838,"Kabel BCC 25 mm² (0,25 kg/m)",m',,53000.0
839,M.839,"Kabel BCC 35 mm² (0,35 kg/m)",m',,72000.0
840,M.840,"Kabel BCC 50 mm² (0,50 kg/m)",m',,95500.0
841,M.841,"Kabel BCC 70 mm² (0,70 kg/m)",m',,136000.0
842,M.842,"Kabel BCC 95 mm² (0,95 kg/m)",m',,185000.0
843,M.843,Kabel STP AWG 18 + PVC Conduit HI 20 mm (dari MCFA ke TB) dan aksesoris,m',,10700.0
844,M.844,"Kabel ITC 2 x 2 x 0,6 mm2 + PVC Conduit HI 20 mm dan aksesoris",m',,13100.0
845,M.845,Kabel UTP CAT 6,m',,1500.0
846,M.846,Kabel Coaxial 7C-2V,m',,22800.0
847,M.847,Kabel tray 600 x 100 mm,m',,352000.0
848,M.848,Kabel tray 500 x 100 mm,m',,309000.0
849,M.849,Kabel tray 400 x 100 mm,m',,265000.0
850,M.850,Kabel tray 300 x 100 mm,m',,219000.0
851,M.851,Kabel tray 200 x 100 mm,m',,175000.0
852,M.852,Kabel Ladder 500 x100 mm,m',,494000.0
853,M.853,Kabel Ladder 600 x100 mm,m',,535000.0
854,M.854,Kabel Ladder 800 x100 mm,m',,569000.0
855,M.855,"Baja ringan C75 x 1,00 mm (m)",m',,17667.0
856,M.856,"Hanger tray panjang 2,5 m",buah,,300000.0
857,M.857,Mur baut kabel tray,buah,,1000.0
858,M.858,Klem kabel tray,buah,,6000.0
859,M.859,Kabel Tray (Horizontal) 1000 x 100 mm TRU Powder Coating dan aksesoris,m',,650000.0
860,M.860,Kabel Tray (Horizontal) 1000 x 100 mm TRU Hot Dip Galvanized dan aksesoris,m',,670000.0
861,M.861,Kabel Tray (Horizontal) 1000 x 100 mm TRU OCP dan aksesoris,m',,710000.0
862,M.862,Kabel Tray (Horizontal) 1000 x 100 mm TRC Powder Coating dan aksesoris,m',,750000.0
863,M.863,Kabel Tray (Horizontal) 1000 x 100 mm TRC Hot Dip Galvanized dan aksesoris,m',,670000.0
864,M.864,Kabel Tray (Horizontal) 1000 x 100 mm TRC OCP dan aksesoris,m',,710000.0
865,M.865,Kabel Tray (Horizontal) 900 x 100 mm TRU Powder Coating dan aksesoris,m',,550000.0
866,M.866,"Kabel Tray
(Horizontal) 900 x
100 mm TRU Hot Dip
Galvanized dan
aksesoris",m',,570000.0
867,M.867,"Kabel Tray
(Horizontal) 900 x
100 mm TRU OCP
dan aksesoris",m',,590000.0
868,M.868,Kabel Tray (Horizontal) 900 x 100 mm TRC Powder Coating dan aksesoris,m',,600000.0
869,M.869,Kabel Tray (Horizontal) 900 x 100 mm TRC Hot Dip Galvanized dan aksesoris,m',,630000.0
870,M.870,"Kabel Tray
(Horizontal) 900 x
100 mm TRC OCP
dan aksesoris",m',,650000.0
871,M.871,"Kabel Tray
(Horizontal) 800 x
100 mm TRU Powder
Coating dan aksesoris",m',,400000.0
